associacao agricola do distrito federal e ride (agrifam) taguatinga df,associacao dos produtores da agricultura familiar (aspaf) guara df,associacao dos produtores da agricultura familiar (aspaf) nucleo bandeirante df,associacao dos produtores rurais organicos e convencionais do distrito federal e entorno (asproc) recanto das emas df,associacao dos produtores rurais organicos e convencionais do distrito federal e entorno (asproc) samambaia df,associacao dos produtores rurais novo horizonte betinho (aspronte) recanto das emas df,associacao dos trabalhadores rurais da agricultura familiar do assentamento chapadinha (astraf) guara df,cooperativa mista da agricultura familiar do meio ambiente e da cultura do brasil (coopbrasfil) recanto das emas df,cooperativa mista da agricultura familiar do meio ambiente e da cultura do brasil (coopbrasfil) samambaia df,cooperativa mista da agricultura familiar do meio ambiente e da cultura do brasil (coopbrasfil) nucleo bandeirante df,cooperativa agropecuaria da regiao de brazlandia (coopebraz) taguatinga df,cooperativa agropecuaria da regiao de brazlandia (coopebraz) samambaia df,cooperativa agropecuaria da regiao de brazlandia (coopebraz) recanto das emas df
0.6431999999999999,0.4152,0.4688,0.5271999999999999,0.4831999999999999,0.3455999999999999,0.4072,0.3496,0.5336000000000001,0.5768,0.4856,0.396,0.548
0.6587999999999999,0.4679999999999999,0.4019999999999999,0.564,0.4907999999999999,0.3348,0.3996,0.3179999999999999,0.5196,0.5628,0.516,0.3504,0.5184000000000001
0.6370000000000001,0.4557,0.5509000000000001,0.6006,0.4767000000000001,0.3563,0.4074000000000001,0.3969,0.6034000000000002,0.5992000000000001,0.5544000000000001,0.4312,0.6236999999999999
0.438,0.292,0.454,0.3939999999999999,0.39,0.32,0.352,0.358,0.434,0.508,0.274,0.282,0.508
0.5115000000000001,0.594,0.6798000000000001,0.4389,0.4983,0.198,0.5742,0.4818,0.6633,0.594,0.5907000000000001,0.5775,0.3762
0.77,0.445,0.495,0.58,0.3899999999999999,0.1475,0.3725,0.3125,0.4875,0.4575,0.63,0.6575,0.6875
0.5125,0.6275000000000001,0.75,0.5325,0.4525,0.4525,0.3525,0.59,0.75,0.54,0.5525,0.47,0.4024999999999999
0.2937,0.3531,0.6237,0.3893999999999999,0.3662999999999999,0.3927,0.3597,0.4719,0.6006,0.4191,0.3663,0.4686,0.6006
0.5125,0.1725,0.305,0.515,0.3925,0.3225,0.4575,0.1999999999999999,0.3525,0.535,0.155,0.3125,0.625
0.6488999999999999,0.3177,0.4940999999999999,0.4743,0.3779999999999999,0.3978,0.3698999999999999,0.3537,0.6291,0.4805999999999999,0.3878999999999999,0.4131,0.7128
0.535,0.3725,0.5549999999999999,0.7324999999999999,0.565,0.65,0.34,0.495,0.7224999999999999,0.7174999999999999,0.415,0.34,0.565
0.5424000000000001,0.3798,0.5201999999999999,0.5303999999999999,0.4445999999999999,0.3864,0.3653999999999999,0.357,0.5796,0.5099999999999999,0.4566,0.3983999999999999,0.5615999999999999
0.533,0.5080000000000001,0.516,0.47,0.42,0.401,0.388,0.437,0.576,0.503,0.54,0.447,0.561
0.5775000000000001,0.3653999999999999,0.5222,0.5096,0.4074,0.4123,0.3815000000000001,0.3584,0.5943,0.5124000000000001,0.4137000000000001,0.4165,0.6363
0.5916000000000001,0.4284,0.5099999999999999,0.5501999999999998,0.4493999999999999,0.3444,0.3593999999999999,0.3636,0.5736,0.5219999999999999,0.5088000000000001,0.4013999999999999,0.5489999999999999
0.5709000000000001,0.1485,0.4323,0.6897,0.4818,0.231,0.1452,0.2046,0.4092,0.4191,0.5181,0.3795,0.561
0.4676,0.4242,0.5404,0.5852,0.4158,0.322,0.3738,0.3206,0.6174000000000001,0.5404,0.4578000000000001,0.4606,0.5446000000000001
0.6048000000000001,0.4291,0.5796,0.595,0.5152000000000001,0.3605,0.4193000000000001,0.4025,0.6216000000000002,0.5726000000000001,0.5348000000000002,0.5025999999999999,0.5922000000000001
0.5815999999999999,0.4248,0.6160000000000001,0.6344000000000001,0.4944,0.428,0.3183999999999999,0.4048,0.6264000000000001,0.592,0.4912,0.4624,0.6215999999999999
0.6041000000000001,0.3779999999999999,0.5467000000000001,0.5607000000000001,0.4963000000000001,0.3871,0.4200000000000001,0.35,0.6097000000000001,0.5551,0.4774000000000001,0.4585,0.6209
0.6783999999999999,0.5288,0.5984000000000002,0.6552,0.5288,0.4192000000000001,0.416,0.4392,0.708,0.5543999999999999,0.6528,0.5136000000000001,0.6095999999999999
0.5841,0.3645,0.5121,0.5436,0.4679999999999999,0.3474,0.3545999999999999,0.2492999999999999,0.5949,0.5796,0.4688999999999999,0.4256999999999999,0.6192
0.5754000000000001,0.3774,0.5004,0.5225999999999998,0.4523999999999999,0.3348,0.3767999999999999,0.3534,0.5502,0.5129999999999999,0.4686,0.4349999999999999,0.5645999999999999
0.6624,0.4284,0.5823,0.5751,0.4716,0.3698999999999999,0.3815999999999999,0.3429,0.5903999999999999,0.4311,0.5228999999999999,0.5229,0.6371999999999999
0.6446,0.4037,0.4895,0.5786,0.4983,0.2959,0.4125,0.3564,0.5236,0.5654,0.5357000000000001,0.451,0.5852
0.3281,0.374,0.6341000000000001,0.5695,0.6001000000000001,0.3519,0.442,0.4658,0.4879,0.6273000000000001,0.4692,0.4913,0.3502
0.591,0.4570000000000001,0.5890000000000001,0.6379999999999999,0.498,0.344,0.342,0.4060000000000001,0.5920000000000001,0.489,0.667,0.515,0.556
0.5327999999999999,0.4049999999999999,0.5877,0.6048,0.4895999999999999,0.4202999999999999,0.3554999999999999,0.3906,0.4760999999999999,0.5643,0.4796999999999999,0.4040999999999999,0.5849999999999999
0.5654,0.407,0.5852,0.5797,0.5104000000000001,0.3762,0.4389,0.3311,0.5643,0.4312,0.4466,0.5093000000000001,0.506
0.4868999999999999,0.468,0.576,0.5103,0.4211999999999999,0.3473999999999999,0.3617999999999999,0.4689,0.6066,0.4868999999999999,0.5391,0.5004,0.5184
0.543,0.3774,0.4997999999999998,0.5369999999999998,0.4487999999999999,0.3612,0.3575999999999999,0.4068,0.5556,0.4986,0.489,0.4325999999999999,0.5369999999999999
0.6375,0.455,0.45,0.655,0.5750000000000001,0.2425,0.5725,0.3125,0.265,0.5175000000000001,0.5575,0.5925,0.46
0.7242000000000001,0.3009,0.5627000000000001,0.6545000000000001,0.4318000000000001,0.3672,0.3791,0.238,0.6562000000000001,0.5236000000000001,0.4012,0.4539000000000001,0.8041
0.4165,0.4607,0.6375000000000001,0.6392000000000001,0.4675000000000001,0.3366,0.3655,0.3281,0.5848000000000001,0.493,0.5474000000000001,0.5117,0.5066
0.637,0.4564,0.651,0.5459999999999999,0.4466,0.2898,0.4256,0.4004,0.5292,0.5768000000000001,0.4942,0.4858,0.63
0.7870999999999999,0.5525,0.5236000000000001,0.4471,0.3468,0.2584,0.4505,0.4199,0.6273000000000001,0.7157,0.4284,0.4148,0.7191000000000001
0.89,0.32,0.11,0.42,0.22,0.32,0.52,0.36,0.97,0.96,0.05,0.28,0.91
0.686,0.4452,0.5698000000000001,0.5866,0.539,0.4144,0.3612,0.2842,0.6706000000000001,0.6412000000000001,0.4858,0.4046,0.5992000000000001
0.7424999999999999,0.7194,0.6072,0.6072,0.3036,0.561,0.3366,0.4521,0.9174,0.7722,0.4257,0.165,0.7755
0.37,0.25,0.71,0.24,0.27,0.21,0.33,0.89,0.59,0.68,0.13,0.28,0.36
0.543,0.3774,0.4997999999999998,0.5369999999999998,0.4487999999999999,0.3612,0.3575999999999999,0.4068,0.5556,0.4986,0.489,0.4325999999999999,0.5369999999999999
0.5463999999999999,0.408,0.5504,0.5536,0.4383999999999999,0.3736,0.264,0.4008,0.5696000000000001,0.5264,0.5072,0.3631999999999999,0.5472
0.745,0.5125000000000001,0.2774999999999999,0.3675,0.22,0.47,0.4025,0.445,0.74,0.6375,0.495,0.2075,0.81
0.4913,0.4165,0.561,0.51,0.4760000000000001,0.3094,0.3026,0.4556,0.6851000000000002,0.5882000000000001,0.425,0.3502,0.4403
0.5991999999999998,0.4536,0.5728,0.5599999999999999,0.4807999999999999,0.2848,0.3727999999999999,0.36,0.5856000000000001,0.4928,0.5912,0.4768,0.5312
0.8636,0.4182,0.3978,0.5984,0.4114,0.34,0.4539,0.2057,0.6375000000000001,0.442,0.4522,0.3825,0.7531
0.5614,0.2799999999999999,0.385,0.5124,0.4186,0.3192,0.5208,0.2688,0.4984,0.497,0.4214,0.5418000000000001,0.6426000000000001
0.5709,0.6963,0.8051999999999999,0.5478,0.3201,0.5247,0.2739,0.627,0.792,0.6798000000000001,0.4521,0.165,0.594
0.67,0.85,0.55,0.62,0.7,0.35,0.59,0.44,0.9,0.35,0.93,0.49,0.26
0.5780000000000001,0.3791,0.4556,0.4114,0.3026,0.2142,0.4029,0.3944,0.7225000000000001,0.5457000000000001,0.4709,0.442,0.6749
0.5671999999999999,0.46,0.628,0.6088,0.5055999999999999,0.38,0.3776,0.4935999999999999,0.6376000000000001,0.5072,0.628,0.5256,0.5544
0.5424000000000001,0.423,0.5423999999999999,0.5279999999999998,0.4385999999999999,0.3678,0.3365999999999999,0.4031999999999999,0.6042,0.5448,0.4901999999999999,0.4163999999999999,0.5567999999999999
0.7106,0.5559000000000001,0.425,0.4641,0.4862,0.4488,0.442,0.2499,0.6409,0.5032000000000001,0.5372000000000001,0.323,0.5865
0.5971000000000001,0.4445,0.5768,0.5831,0.4739,0.4263,0.3353,0.4613,0.6685000000000002,0.5817,0.5208000000000002,0.4172,0.6132
0.42,0.22,0.8,0.955,0.925,0.525,0.185,0.475,0.605,0.7649999999999999,0.755,0.4499999999999999,0.355
0.5999999999999999,0.4184,0.5648,0.6063999999999999,0.5024,0.4264,0.3496,0.3744,0.6088000000000001,0.508,0.5367999999999999,0.3783999999999999,0.5744
0.5568000000000001,0.4224,0.4955999999999999,0.5142,0.414,0.3384000000000001,0.3629999999999999,0.3767999999999999,0.5508,0.5052,0.4715999999999999,0.3983999999999998,0.5519999999999999
0.73,0.815,0.835,0.53,0.46,0.255,0.615,0.095,0.69,0.79,0.59,0.5549999999999999,0.735
0.5117,0.3638,0.6494000000000001,0.6426,0.5185000000000001,0.3281,0.2227,0.5831000000000001,0.5950000000000001,0.4692,0.544,0.5508000000000001,0.4488
0.72,0.18,0.94,0.97,0.96,0.85,0.32,0.56,0.94,0.7,0.74,0.7,0.7
0.855,0.78,0.75,0.59,0.53,0.56,0.29,0.225,0.8999999999999999,0.475,0.505,0.33,0.595
0.515,0.15,0.35,0.2,0.11,0.26,0.205,0.175,0.3249999999999999,0.435,0.115,0.175,0.88
0.4872000000000001,0.4144,0.6902000000000001,0.7363999999999999,0.6033999999999999,0.5292000000000001,0.238,0.5040000000000001,0.7336,0.4312,0.6356,0.4956,0.4466
0.96,0.89,0.53,0.7,0.45,0.05,0.28,0.89,0.46,0.62,0.99,0.7,0.54
0.66,0.03,0.59,0.94,0.39,0.07,0.1,0.09,0.68,0.07,0.63,0.88,0.74
0.6020000000000001,0.4011,0.5999,0.6237000000000001,0.4900000000000001,0.4144,0.3549,0.4249,0.5929000000000001,0.5684,0.4690000000000001,0.4522,0.6125
0.39,0.045,0.4499999999999999,0.825,0.575,0.295,0.265,0.1,0.355,0.355,0.355,0.585,0.45
0.5175,0.3933,0.5418,0.5399999999999999,0.4175999999999999,0.3905999999999999,0.3482999999999999,0.5049,0.6471,0.5544,0.4941,0.4527,0.5948999999999999
0.37,0.25,0.71,0.24,0.27,0.21,0.33,0.89,0.59,0.68,0.13,0.28,0.36
0.5660000000000001,0.416,0.498,0.5,0.478,0.504,0.42,0.306,0.528,0.518,0.35,0.326,0.614
0.5598,0.4194,0.495,0.5346,0.4464,0.3959999999999999,0.441,0.4131,0.6246,0.4760999999999999,0.4877999999999999,0.4733999999999999,0.5346
0.95,0.93,0.87,0.59,0.38,0.47,0.41,0.06,0.86,0.81,0.45,0.13,0.95
0.758,0.534,0.4500000000000001,0.5680000000000001,0.538,0.344,0.5720000000000001,0.288,0.676,0.452,0.54,0.536,0.51
0.4572,0.3695999999999999,0.5016,0.5832,0.5327999999999999,0.3563999999999999,0.3336,0.3996,0.4284,0.4248,0.4727999999999999,0.4248,0.4068
0.5862999999999999,0.3971,0.5709000000000001,0.5951,0.4774,0.4125000000000001,0.2651,0.4994,0.5335,0.4895,0.5104,0.3575,0.5192
0.5181000000000001,0.5148,0.6204000000000001,0.5214000000000001,0.5775,0.5775,0.3762,0.5313000000000001,0.792,0.3003,0.5313,0.5511,0.4125
0.5508000000000001,0.3689,0.5508000000000001,0.6596000000000001,0.5525000000000001,0.3978,0.3077000000000001,0.4165,0.7344000000000002,0.4709,0.5202000000000001,0.5151,0.4947
0.66,0.03,0.59,0.94,0.39,0.07,0.1,0.09,0.68,0.07,0.63,0.88,0.74
0.5805,0.4212,0.4464,0.522,0.4508999999999999,0.2646,0.3671999999999999,0.3132,0.5552999999999999,0.531,0.5346,0.4581,0.5427
0.6399999999999999,0.4496,0.5664,0.6664,0.5104,0.3728,0.3823999999999999,0.356,0.5824,0.5784,0.5456,0.4392,0.6128
0.96,0.17,0.16,0.74,0.55,0.36,0.76,0.12,0.05,0.04,0.43,0.4,0.62
0.607,0.5160000000000001,0.603,0.5890000000000001,0.467,0.396,0.381,0.4960000000000001,0.617,0.5840000000000001,0.502,0.4240000000000001,0.539
0.5115000000000001,0.5082,0.4917000000000001,0.6336,0.7062,0.5016,0.3927,0.3102,0.6171,0.3729,0.5181,0.4323,0.2178
0.72,0.18,0.94,0.97,0.96,0.85,0.32,0.56,0.94,0.7,0.74,0.7,0.7
0.4725,0.5225000000000001,0.6025,0.4774999999999999,0.28,0.34,0.3874999999999999,0.4125,0.7,0.7,0.4075,0.4075,0.6825000000000001
0.5932999999999999,0.2516,0.4658,0.5593,0.4692,0.3723000000000001,0.4097,0.3978,0.6732000000000001,0.6290000000000001,0.442,0.4794,0.6392
0.12,0.06,0.31,0.71,0.76,0.52,0.43,0.11,0.03,0.64,0.08,0.29,0.16
0.528,0.4650000000000001,0.641,0.575,0.485,0.439,0.418,0.434,0.678,0.5660000000000001,0.557,0.488,0.5820000000000001
0.6433000000000001,0.4402999999999999,0.5565,0.5985,0.4753000000000001,0.3773000000000001,0.3780000000000001,0.3934,0.6062000000000001,0.5845,0.5285000000000001,0.434,0.6223
0.682,0.532,0.466,0.36,0.296,0.35,0.386,0.27,0.776,0.612,0.418,0.322,0.76
0.4488,0.4151999999999999,0.5676,0.6083999999999999,0.4511999999999999,0.4019999999999999,0.3024,0.4211999999999999,0.4248,0.5316000000000001,0.4427999999999999,0.3288,0.5196
0.5296,0.4616,0.5816,0.5768,0.4744,0.372,0.3152,0.4208,0.5640000000000001,0.5016,0.508,0.4232,0.4776
0.49,0.295,0.495,0.54,0.53,0.2825,0.585,0.3125,0.2975,0.5325000000000001,0.3425,0.4875,0.415
0.6191999999999999,0.4616,0.512,0.5264,0.4624,0.4616,0.3807999999999999,0.4528,0.5856,0.4792,0.5088,0.3776,0.5528000000000001
0.8811,0.3168,0.2805,0.5082,0.4653000000000001,0.4752,0.4026,0.2145,0.4224,0.1815,0.3828,0.33,0.5973
0.9471,0.4026,0.2475,0.5445,0.3894,0.2772,0.4389,0.3795,0.264,0.3399,0.5247,0.3861,0.6963
0.5640000000000001,0.354,0.656,0.658,0.5640000000000001,0.518,0.336,0.4300000000000001,0.7200000000000001,0.744,0.4260000000000001,0.392,0.664
0.6503999999999999,0.4728,0.5152,0.5664,0.4576,0.3648,0.4071999999999999,0.472,0.6344000000000001,0.5176,0.5815999999999999,0.4751999999999999,0.5824
0.6237000000000001,0.4886,0.5908000000000001,0.6272000000000001,0.5117,0.3717,0.3990000000000001,0.4144,0.6489000000000001,0.5831000000000001,0.5817000000000001,0.4634,0.5740000000000001
0.67,0.85,0.55,0.62,0.7,0.35,0.59,0.44,0.9,0.35,0.93,0.49,0.26
0.5399999999999999,0.1625,0.505,0.5325,0.5425,0.5025,0.3425,0.425,0.4624999999999999,0.5975,0.28,0.335,0.5425
0.492,0.4667999999999999,0.5484,0.5436,0.5052,0.3167999999999999,0.3732,0.2507999999999999,0.5820000000000001,0.5999999999999999,0.4355999999999999,0.3816,0.4632
0.4751999999999999,0.354,0.4728,0.5304,0.4151999999999999,0.4068,0.2844,0.5412,0.4944,0.6108,0.372,0.3072,0.5004
0.5916000000000001,0.4284,0.5099999999999999,0.5501999999999998,0.4493999999999999,0.3444,0.3593999999999999,0.3636,0.5736,0.5219999999999999,0.5088000000000001,0.4013999999999999,0.5489999999999999
0.5647999999999999,0.444,0.5416,0.584,0.44,0.3616,0.3816,0.4496,0.5944,0.5712,0.512,0.4048,0.5992000000000001
0.5306000000000001,0.329,0.49,0.5446000000000001,0.4543,0.4151000000000001,0.3402,0.4032,0.5796000000000001,0.4844000000000001,0.4501,0.3871,0.5523
0.5583999999999999,0.48,0.6032,0.5576,0.4927999999999999,0.456,0.3336,0.4911999999999999,0.6320000000000001,0.5824,0.5408,0.384,0.5688000000000001
0.6303,0.418,0.5621,0.4740999999999999,0.3927,0.3872,0.3564,0.4763,0.6522999999999999,0.5951,0.4004,0.3938,0.6852999999999999
0.5831999999999999,0.3776,0.528,0.5544,0.4248,0.3696,0.3823999999999999,0.3248,0.5712000000000002,0.5168,0.4152,0.3896,0.5976
0.5823999999999999,0.4248,0.5608,0.5408,0.4999999999999999,0.3632,0.4392,0.404,0.5264,0.5904,0.5256,0.4448,0.6016
0.32,0.355,0.5575,0.6275,0.6549999999999999,0.3199999999999999,0.35,0.4575,0.4475,0.625,0.4775,0.315,0.1975
0.5696,0.3952,0.564,0.6111999999999999,0.5416,0.4448,0.4032,0.4256,0.5976,0.4983999999999999,0.564,0.476,0.5352
0.495,0.48,0.685,0.445,0.4075,0.2625,0.4525,0.6725,0.5325,0.6225,0.4924999999999999,0.6525000000000001,0.5425
0.66,0.6567000000000001,0.5907,0.5148,0.4686,0.2013,0.396,0.7326,0.6435000000000001,0.5445,0.6765000000000001,0.4851,0.3828
0.585,0.365,0.6950000000000001,0.705,0.465,0.055,0.4599999999999999,0.11,0.6000000000000001,0.42,0.6799999999999999,0.93,0.63
0.6759999999999998,0.4896,0.5376,0.5936,0.5087999999999999,0.4184,0.4144,0.4256,0.6096,0.6224,0.5488,0.4032,0.5872
0.466,0.4140000000000001,0.542,0.5880000000000001,0.507,0.419,0.393,0.388,0.555,0.522,0.4520000000000001,0.419,0.4770000000000001
0.6272000000000001,0.4283999999999999,0.5558,0.6076,0.4823,0.4151000000000001,0.3815000000000001,0.3857,0.6041000000000001,0.5663,0.5278000000000002,0.4599,0.6496000000000001
0.6705,0.4896,0.5274,0.6317999999999999,0.5237999999999999,0.3716999999999999,0.3762,0.3987,0.6074999999999999,0.4599,0.6939,0.4886999999999999,0.5364
0.492,0.4019999999999999,0.5232,0.5616,0.4392,0.3624,0.3564,0.2532,0.3996,0.5436000000000001,0.4175999999999999,0.2928,0.5412
0.5115000000000001,0.3333,0.528,0.4619999999999999,0.3729,0.1617,0.5609999999999999,0.1518,0.3069,0.4323,0.4026,0.5478000000000001,0.6435000000000001
0.54,0.575,0.595,0.82,0.67,0.125,0.165,0.64,0.365,0.725,0.88,0.4499999999999999,0.275
0.12,0.06,0.31,0.71,0.76,0.52,0.43,0.11,0.03,0.64,0.08,0.29,0.16
0.6293000000000001,0.4648,0.5901000000000001,0.5726,0.4725000000000001,0.4179,0.4060000000000001,0.4263,0.6216000000000002,0.5131,0.5446000000000002,0.4802,0.6285999999999999
0.5301,0.3654,0.4779,0.5579999999999999,0.4743,0.4202999999999999,0.351,0.4167,0.5409,0.4283999999999999,0.5022,0.3843,0.4922999999999999
0.6079999999999999,0.4688,0.6072000000000002,0.6144,0.496,0.4224,0.4032,0.3848,0.7,0.5448,0.5783999999999999,0.48,0.6312
0.6280000000000001,0.5660000000000001,0.5820000000000001,0.656,0.434,0.338,0.424,0.394,0.804,0.544,0.6260000000000001,0.544,0.5840000000000001
0.6279000000000001,0.4857999999999999,0.553,0.5851999999999999,0.5040000000000001,0.4347000000000001,0.4158000000000001,0.4102,0.6195000000000002,0.5859,0.5488000000000002,0.4326,0.616
0.4228,0.2324,0.5362,0.5529999999999999,0.4214,0.3542,0.2492,0.2492,0.427,0.5096,0.3192,0.35,0.6118000000000001
0.5922000000000001,0.441,0.5124000000000001,0.4948999999999999,0.4130000000000001,0.3899,0.4235000000000001,0.4179,0.5761000000000001,0.5656000000000001,0.4648000000000001,0.4011,0.6236999999999999
0.5927999999999999,0.356,0.5367999999999999,0.564,0.472,0.3664,0.3624,0.2935999999999999,0.5872,0.4768,0.4512,0.4472,0.5968
0.5568000000000001,0.4224,0.4955999999999999,0.5142,0.414,0.3384000000000001,0.3629999999999999,0.3767999999999999,0.5508,0.5052,0.4715999999999999,0.3983999999999998,0.5519999999999999
0.6868000000000001,0.3825,0.5627000000000001,0.6171,0.4624,0.3128,0.289,0.3961,0.6171000000000001,0.4437,0.5984,0.5304,0.68
0.5655999999999999,0.3424,0.4632,0.4959999999999999,0.412,0.3072,0.3832,0.364,0.508,0.4448,0.3904000000000001,0.4664,0.5488000000000001
0.5663999999999998,0.4352,0.5072,0.5304,0.4223999999999999,0.34,0.3415999999999999,0.3712,0.5032,0.5544,0.4168,0.3384,0.5248
0.5796,0.3699,0.4851,0.5553,0.4049999999999999,0.3771,0.3564,0.3752999999999999,0.5229,0.459,0.4149,0.4635,0.6056999999999999
0.5181000000000001,0.5148,0.6204000000000001,0.5214000000000001,0.5775,0.5775,0.3762,0.5313000000000001,0.792,0.3003,0.5313,0.5511,0.4125
0.332,0.178,0.554,0.3899999999999999,0.35,0.336,0.2339999999999999,0.482,0.414,0.56,0.25,0.296,0.576
0.63,0.4715999999999999,0.5783999999999999,0.696,0.5484,0.4212,0.2268,0.462,0.6516,0.438,0.6696,0.4392,0.4716
0.7007,0.4751999999999999,0.484,0.5401,0.5401,0.4279,0.495,0.2508,0.5808000000000001,0.4917,0.5566,0.4377999999999999,0.5819
0.4824,0.3779999999999999,0.4884,0.5304,0.3743999999999999,0.3492,0.264,0.2736,0.5028,0.5328,0.4703999999999999,0.2796,0.6
0.618,0.272,0.33,0.278,0.24,0.262,0.442,0.338,0.408,0.448,0.352,0.284,0.726
0.3383,0.4335,0.5763,0.4386,0.3723000000000001,0.4301,0.4334999999999999,0.4267,0.5389,0.6034999999999999,0.4675,0.4556,0.6154000000000001
0.5457000000000001,0.3655,0.6052000000000001,0.7021000000000001,0.561,0.3281,0.3128,0.391,0.5729000000000001,0.4896,0.5831000000000001,0.5678,0.5457000000000001
0.73,0.815,0.835,0.53,0.46,0.255,0.615,0.095,0.69,0.79,0.59,0.5549999999999999,0.735
0.6231999999999999,0.428,0.5528,0.5751999999999999,0.5015999999999999,0.3584,0.4184,0.4136,0.6256,0.6296,0.5408,0.4832,0.6192000000000001
0.5568000000000001,0.4224,0.4955999999999999,0.5142,0.414,0.3384000000000001,0.3629999999999999,0.3767999999999999,0.5508,0.5052,0.4715999999999999,0.3983999999999998,0.5519999999999999
0.5855999999999999,0.4584,0.5576,0.548,0.4432,0.3464,0.3752,0.4599999999999999,0.5856000000000001,0.4808,0.5823999999999999,0.4751999999999999,0.5744
0.5389,0.3961,0.5967,0.4454,0.4097,0.3298,0.4267,0.4437,0.6868000000000002,0.4641000000000001,0.5338,0.6307,0.5950000000000001
0.62,0.28,0.43,0.345,0.3349999999999999,0.3975,0.36,0.31,0.585,0.5549999999999999,0.485,0.36,0.8375
0.5272,0.4264,0.6144000000000001,0.6496000000000001,0.5264,0.3824000000000001,0.3648,0.4328,0.5448000000000001,0.5200000000000001,0.5431999999999999,0.4632,0.488
0.6440000000000001,0.4977,0.5537000000000001,0.5761,0.4970000000000001,0.3969000000000001,0.4123000000000001,0.4179,0.6216000000000002,0.6041000000000001,0.5495000000000001,0.4067,0.5887
0.612,0.387,0.4905,0.6065999999999999,0.567,0.4067999999999999,0.4149,0.3879,0.5337,0.5256,0.5013,0.4760999999999999,0.5094
0.6181000000000001,0.4543,0.5467000000000001,0.5691,0.4851000000000001,0.4466,0.3815,0.4634,0.6244000000000002,0.5796,0.5068000000000001,0.3836,0.6048
0.4214,0.3836,0.5698,0.6552,0.5446000000000001,0.4536,0.2968,0.4228,0.6188,0.637,0.4788,0.3262,0.4676
0.67,0.85,0.55,0.62,0.7,0.35,0.59,0.44,0.9,0.35,0.93,0.49,0.26
0.4634999999999999,0.4959,0.6111,0.5075999999999999,0.4373999999999999,0.3698999999999999,0.3410999999999999,0.4617,0.5661,0.5967000000000001,0.5085,0.4068,0.5148
0.52,0.55,0.63,0.43,0.485,0.2799999999999999,0.4599999999999999,0.665,0.745,0.515,0.53,0.385,0.31
0.5753,0.319,0.4620000000000001,0.4839999999999999,0.4015,0.3366,0.319,0.4587,0.4939,0.5016,0.3608,0.3729,0.5709
0.726,0.7359000000000001,0.4653,0.3893999999999999,0.3795,0.1023,0.5973,0.4455,0.5709000000000001,0.6732,0.8877,0.6831,0.6435000000000001
0.7150000000000001,0.74,0.5900000000000001,0.605,0.69,0.5,0.38,0.415,0.92,0.245,0.7450000000000001,0.51,0.25
0.6244000000000002,0.4753,0.5866,0.5502,0.4494000000000001,0.4151,0.3892000000000001,0.4431,0.6860000000000002,0.5775,0.5180000000000001,0.4718,0.6488999999999999
0.5201,0.4585,0.5593,0.5187,0.4291,0.3472,0.3339000000000001,0.406,0.5712000000000002,0.5194,0.5166000000000002,0.4172,0.5369
0.575,0.275,0.5275000000000001,0.59,0.61,0.4599999999999999,0.4649999999999999,0.235,0.4449999999999999,0.62,0.43,0.51,0.5825
0.7431999999999999,0.5352,0.5472000000000001,0.6424,0.5136000000000001,0.3936000000000001,0.4088,0.388,0.6864,0.5503999999999999,0.6568,0.4672,0.6256
0.5572,0.3178000000000001,0.5516,0.4998000000000001,0.371,0.4816,0.3108000000000001,0.5236000000000001,0.6664,0.4844,0.497,0.4284,0.6832
0.5247999999999999,0.4328,0.5392,0.52,0.4376,0.348,0.3975999999999999,0.4839999999999999,0.5856000000000001,0.5671999999999999,0.5367999999999999,0.4352,0.5488000000000001
0.5194,0.3689,0.5334000000000001,0.5313,0.4361,0.3717,0.3227,0.4354,0.5817000000000001,0.5544,0.4753000000000001,0.4424,0.5649000000000001
0.615,0.4399999999999999,0.87,0.72,0.75,0.445,0.57,0.345,0.73,0.735,0.735,0.84,0.61
0.6239999999999999,0.376,0.4688,0.524,0.3743999999999999,0.36,0.3487999999999999,0.3768,0.5544000000000001,0.5287999999999999,0.4392,0.3591999999999999,0.6496000000000001
0.5839999999999999,0.4856,0.6088,0.516,0.4568,0.4392,0.384,0.4504,0.7120000000000001,0.62,0.5176,0.4055999999999999,0.6272000000000001
0.6853,0.4246,0.5346000000000001,0.6072000000000001,0.5291,0.407,0.4014999999999999,0.2508,0.6743,0.5291,0.4774,0.4785,0.5972999999999999
0.5467,0.3058,0.5093,0.4851,0.3168,0.3498,0.3751,0.4037,0.5467,0.4818,0.3420999999999999,0.4301,0.6764999999999999
0.646,0.519,0.551,0.559,0.5219999999999999,0.36,0.461,0.324,0.5810000000000001,0.522,0.594,0.489,0.569
0.6630000000000001,0.4335,0.6375000000000001,0.5593,0.4437000000000001,0.3995000000000001,0.3111,0.2788,0.7701,0.4879000000000001,0.5797000000000001,0.4947000000000001,0.7361000000000001
0.69,0.4679999999999999,0.4427999999999999,0.3755999999999999,0.3251999999999999,0.372,0.3708,0.4608,0.6504,0.558,0.4128,0.3636,0.6708
0.6566,0.4508000000000001,0.3906,0.4662,0.4256,0.3429999999999999,0.525,0.3234,0.581,0.5782,0.4256000000000001,0.3164,0.5810000000000001
0.5936,0.5152,0.4676,0.4326,0.357,0.2394,0.4606,0.2926,0.553,0.6930000000000001,0.4662,0.427,0.6692000000000001
0.6341,0.5321,0.5219,0.5797,0.4896,0.4182,0.4437,0.4488,0.6426000000000001,0.646,0.4454,0.4318,0.6069
